Hero,Stat Context Type,Stat Context Name,Stat,Amount
Reaper,Unranked,,Eliminations,28.0
Reaper,Unranked,,Time Played,1263.547759
Reaper,Unranked,,Eliminations - Most in Life,5.0
Reaper,Unranked,,Most Score within one Life,342.05908
Reaper,Unranked,,Deaths,22.0
Reaper,Unranked,,Final Blows,13.0
Reaper,Unranked,,Solo Kills,3.0
Reaper,Unranked,,All Damage Done - Most in Life,1500.2534289999999
Reaper,Unranked,,Games Played,2.109547
Reaper,Unranked,,Games Won,0.9374110000000001
Reaper,Unranked,,Death Blossom Kills,2.0
Reaper,Unranked,,Score,1735.4924059999998
Reaper,Unranked,,Weapon Accuracy - Best in Game,0.180556
Reaper,Unranked,,All Damage Done,10007.272664
Reaper,Unranked,,Kill Streak - Best,5.0
Reaper,Unranked,,Death Blossom Kills - Most in Game,2.0
Reaper,Unranked,,All Damage Done - Most in Game,3776.6475189999996
Reaper,Unranked,,Eliminations - Most in Game,14.0
Reaper,Unranked,,Final Blows - Most in Game,7.0
Reaper,Unranked,,Objective Kills,9.0
Reaper,Unranked,,Objective Time,71.248003
Reaper,Unranked,,Objective Kills - Most in Game,4.0
Reaper,Unranked,,Objective Time - Most in Game,39.248002
Reaper,Unranked,,Solo Kills - Most in Game,3.0
Reaper,Unranked,,Medals - Bronze,2.942511
Reaper,Unranked,,Medals - Silver,1.60153
Reaper,Unranked,,Medals - Gold,0.19054200000000002
Reaper,Unranked,,Medals,4.734583
Reaper,Unranked,,Critical Hits,103.0
Reaper,Unranked,,Critical Hits - Most in Game,47.0
Reaper,Unranked,,Critical Hits - Most in Life,26.0
Reaper,Unranked,,Self Healing,730.384446
Reaper,Unranked,,Self Healing - Most in Game,238.13325600000002
Reaper,Unranked,,Hero Damage Done,5884.603523
Reaper,Unranked,,Hero Damage Done - Most in Game,2173.363319
Reaper,Unranked,,Hero Damage Done - Most in Life,951.6779369999999
Reaper,Unranked,,Barrier Damage Done,4053.2947200000003
Reaper,Unranked,,Barrier Damage Done - Most in Game,1603.2842
Reaper,Unranked,,Assists,15.0
Reaper,VS AI,,Eliminations,3.0
Reaper,VS AI,,Time Played,61.6085
Reaper,VS AI,,Eliminations - Most in Life,3.0
Reaper,VS AI,,Most Score within one Life,330.731502
Reaper,VS AI,,Deaths,1.0
Reaper,VS AI,,Final Blows,3.0
Reaper,VS AI,,Solo Kills,1.0
Reaper,VS AI,,All Damage Done - Most in Life,1368.305451
Reaper,VS AI,,Games Played,0.9844709999999999
Reaper,VS AI,,Score,330.731502
Reaper,VS AI,,Weapon Accuracy - Best in Game,0.275
Reaper,VS AI,,All Damage Done,1368.305451
Reaper,VS AI,,Kill Streak - Best,3.0
Reaper,VS AI,,All Damage Done - Most in Game,1368.305451
Reaper,VS AI,,Eliminations - Most in Game,3.0
Reaper,VS AI,,Final Blows - Most in Game,3.0
Reaper,VS AI,,Objective Kills,2.0
Reaper,VS AI,,Objective Time,20.432001
Reaper,VS AI,,Objective Kills - Most in Game,2.0
Reaper,VS AI,,Objective Time - Most in Game,20.432001
Reaper,VS AI,,Solo Kills - Most in Game,1.0
Reaper,VS AI,,Critical Hits,28.0
Reaper,VS AI,,Critical Hits - Most in Game,28.0
Reaper,VS AI,,Critical Hits - Most in Life,28.0
Reaper,VS AI,,Self Healing,214.110007
Reaper,VS AI,,Self Healing - Most in Game,214.110007
Reaper,VS AI,,Hero Damage Done,1368.305451
Reaper,VS AI,,Hero Damage Done - Most in Game,1368.305451
Reaper,VS AI,,Hero Damage Done - Most in Life,1368.305451
Reaper,Ruleset,Elimination,Eliminations,1.0
Reaper,Ruleset,Elimination,Time Played,172.06681
Reaper,Ruleset,Elimination,Eliminations - Most in Life,1.0
Reaper,Ruleset,Elimination,Most Score within one Life,53.43155
Reaper,Ruleset,Elimination,Deaths,2.0
Reaper,Ruleset,Elimination,Final Blows,1.0
Reaper,Ruleset,Elimination,All Damage Done - Most in Life,469.22502599999996
Reaper,Ruleset,Elimination,Games Played,0.618904
Reaper,Ruleset,Elimination,Score,53.541281000000005
Reaper,Ruleset,Elimination,Weapon Accuracy - Best in Game,0.12758599999999998
Reaper,Ruleset,Elimination,All Damage Done,503.42524699999996
Reaper,Ruleset,Elimination,Kill Streak - Best,1.0
Reaper,Ruleset,Elimination,All Damage Done - Most in Game,469.22502599999996
Reaper,Ruleset,Elimination,Eliminations - Most in Game,1.0
Reaper,Ruleset,Elimination,Final Blows - Most in Game,1.0
Reaper,Ruleset,Elimination,Medals - Bronze,0.34689899999999996
Reaper,Ruleset,Elimination,Medals - Silver,0.8909100000000001
Reaper,Ruleset,Elimination,Medals - Gold,0.618904
Reaper,Ruleset,Elimination,Medals,1.856713
Reaper,Ruleset,Elimination,Critical Hits,11.0
Reaper,Ruleset,Elimination,Critical Hits - Most in Game,10.0
Reaper,Ruleset,Elimination,Critical Hits - Most in Life,10.0
Reaper,Ruleset,Elimination,Self Healing,64.782
Reaper,Ruleset,Elimination,Self Healing - Most in Game,62.038716
Reaper,Ruleset,Elimination,Hero Damage Done,419.389683
Reaper,Ruleset,Elimination,Hero Damage Done - Most in Game,385.189461
Reaper,Ruleset,Elimination,Hero Damage Done - Most in Life,385.189461
Reaper,Ruleset,Elimination,Barrier Damage Done,84.03556400000001
Reaper,Ruleset,Elimination,Barrier Damage Done - Most in Game,84.03556400000001
Reaper,Ruleset,Mystery Heroes,Eliminations,230.0
Reaper,Ruleset,Mystery Heroes,Time Played,9042.180788
Reaper,Ruleset,Mystery Heroes,Eliminations - Most in Life,17.0
Reaper,Ruleset,Mystery Heroes,Most Score within one Life,1171.3302449999999
Reaper,Ruleset,Mystery Heroes,Deaths,108.0
Reaper,Ruleset,Mystery Heroes,Final Blows,123.0
Reaper,Ruleset,Mystery Heroes,Solo Kills,39.0
Reaper,Ruleset,Mystery Heroes,All Damage Done - Most in Life,3566.315451
Reaper,Ruleset,Mystery Heroes,Games Played,13.353347
Reaper,Ruleset,Mystery Heroes,Games Won,8.616394999999999
Reaper,Ruleset,Mystery Heroes,Death Blossom Kills,6.0
Reaper,Ruleset,Mystery Heroes,Score,15779.837084
Reaper,Ruleset,Mystery Heroes,Weapon Accuracy - Best in Game,0.85
Reaper,Ruleset,Mystery Heroes,All Damage Done,91825.24496499999
Reaper,Ruleset,Mystery Heroes,Kill Streak - Best,17.0
Reaper,Ruleset,Mystery Heroes,Death Blossom Kills - Most in Game,2.0
Reaper,Ruleset,Mystery Heroes,All Damage Done - Most in Game,3953.858186
Reaper,Ruleset,Mystery Heroes,Eliminations - Most in Game,17.0
Reaper,Ruleset,Mystery Heroes,Final Blows - Most in Game,12.0
Reaper,Ruleset,Mystery Heroes,Objective Kills,84.0
Reaper,Ruleset,Mystery Heroes,Objective Time,659.6210269999999
Reaper,Ruleset,Mystery Heroes,Objective Kills - Most in Game,7.0
Reaper,Ruleset,Mystery Heroes,Objective Time - Most in Game,60.144003000000005
Reaper,Ruleset,Mystery Heroes,Turrets Destroyed,21.0
Reaper,Ruleset,Mystery Heroes,Solo Kills - Most in Game,4.0
Reaper,Ruleset,Mystery Heroes,Medals - Bronze,20.096044
Reaper,Ruleset,Mystery Heroes,Medals - Silver,16.758294
Reaper,Ruleset,Mystery Heroes,Medals - Gold,12.340596000000001
Reaper,Ruleset,Mystery Heroes,Medals,49.194934
Reaper,Ruleset,Mystery Heroes,Cards,3.0
Reaper,Ruleset,Mystery Heroes,Melee Final Blows,2.0
Reaper,Ruleset,Mystery Heroes,Time Spent on Fire,95.808299
Reaper,Ruleset,Mystery Heroes,Critical Hits,916.0
Reaper,Ruleset,Mystery Heroes,Critical Hits - Most in Game,46.0
Reaper,Ruleset,Mystery Heroes,Critical Hits - Most in Life,46.0
Reaper,Ruleset,Mystery Heroes,Self Healing,6831.290053
Reaper,Ruleset,Mystery Heroes,Self Healing - Most in Game,341.142563
Reaper,Ruleset,Mystery Heroes,Melee Final Blows - Most in Game,1.0
Reaper,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,65.548524
Reaper,Ruleset,Mystery Heroes,Hero Damage Done,59691.46876799999
Reaper,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,3254.774032
Reaper,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,3254.774032
Reaper,Ruleset,Mystery Heroes,Barrier Damage Done,30140.757233999997
Reaper,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,2179.99394
Reaper,Ruleset,Mystery Heroes,Assists,107.0
Reaper,Ruleset,Duel,Eliminations,1.0
Reaper,Ruleset,Duel,Time Played,97.768304
Reaper,Ruleset,Duel,Eliminations - Most in Life,1.0
Reaper,Ruleset,Duel,Most Score within one Life,101.403904
Reaper,Ruleset,Duel,Deaths,2.0
Reaper,Ruleset,Duel,Final Blows,1.0
Reaper,Ruleset,Duel,Solo Kills,1.0
Reaper,Ruleset,Duel,All Damage Done - Most in Life,315.487999
Reaper,Ruleset,Duel,Games Played,0.373724
Reaper,Ruleset,Duel,Score,103.34689499999999
Reaper,Ruleset,Duel,Weapon Accuracy - Best in Game,0.176923
Reaper,Ruleset,Duel,All Damage Done,570.8575559999999
Reaper,Ruleset,Duel,Kill Streak - Best,1.0
Reaper,Ruleset,Duel,All Damage Done - Most in Game,315.487999
Reaper,Ruleset,Duel,Eliminations - Most in Game,1.0
Reaper,Ruleset,Duel,Final Blows - Most in Game,1.0
Reaper,Ruleset,Duel,Solo Kills - Most in Game,1.0
Reaper,Ruleset,Duel,Medals - Gold,1.121171
Reaper,Ruleset,Duel,Medals,1.121171
Reaper,Ruleset,Duel,Critical Hits,15.0
Reaper,Ruleset,Duel,Critical Hits - Most in Game,7.0
Reaper,Ruleset,Duel,Critical Hits - Most in Life,7.0
Reaper,Ruleset,Duel,Self Healing,83.672379
Reaper,Ruleset,Duel,Self Healing - Most in Game,35.0976
Reaper,Ruleset,Duel,Hero Damage Done,570.8575559999999
Reaper,Ruleset,Duel,Hero Damage Done - Most in Game,315.487999
Reaper,Ruleset,Duel,Hero Damage Done - Most in Life,315.487999
Reaper,Ruleset,Team Deathmatch,Eliminations,7.0
Reaper,Ruleset,Team Deathmatch,Time Played,383.352707
Reaper,Ruleset,Team Deathmatch,Eliminations - Most in Life,3.0
Reaper,Ruleset,Team Deathmatch,Most Score within one Life,171.54658899999998
Reaper,Ruleset,Team Deathmatch,Deaths,8.0
Reaper,Ruleset,Team Deathmatch,Final Blows,5.0
Reaper,Ruleset,Team Deathmatch,Solo Kills,2.0
Reaper,Ruleset,Team Deathmatch,All Damage Done - Most in Life,1007.4567890000001
Reaper,Ruleset,Team Deathmatch,Games Played,1.408533
Reaper,Ruleset,Team Deathmatch,Games Won,0.202479
Reaper,Ruleset,Team Deathmatch,Score,481.70079100000004
Reaper,Ruleset,Team Deathmatch,Weapon Accuracy - Best in Game,0.17375
Reaper,Ruleset,Team Deathmatch,All Damage Done,3502.3291670000003
Reaper,Ruleset,Team Deathmatch,Kill Streak - Best,3.0
Reaper,Ruleset,Team Deathmatch,All Damage Done - Most in Game,1007.4567890000001
Reaper,Ruleset,Team Deathmatch,Eliminations - Most in Game,3.0
Reaper,Ruleset,Team Deathmatch,Final Blows - Most in Game,2.0
Reaper,Ruleset,Team Deathmatch,Solo Kills - Most in Game,1.0
Reaper,Ruleset,Team Deathmatch,Medals - Bronze,1.657666
Reaper,Ruleset,Team Deathmatch,Medals - Silver,1.1124450000000001
Reaper,Ruleset,Team Deathmatch,Medals - Gold,0.990511
Reaper,Ruleset,Team Deathmatch,Medals,3.760622
Reaper,Ruleset,Team Deathmatch,Critical Hits,38.0
Reaper,Ruleset,Team Deathmatch,Critical Hits - Most in Game,16.0
Reaper,Ruleset,Team Deathmatch,Critical Hits - Most in Life,16.0
Reaper,Ruleset,Team Deathmatch,Self Healing,302.283158
Reaper,Ruleset,Team Deathmatch,Self Healing - Most in Game,107.154895
Reaper,Ruleset,Team Deathmatch,Hero Damage Done,2718.974037
Reaper,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,1007.4567890000001
Reaper,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,1007.4567890000001
Reaper,Ruleset,Team Deathmatch,Barrier Damage Done,776.3551309999999
Reaper,Ruleset,Team Deathmatch,Barrier Damage Done - Most in Game,279.940369
Reaper,Ruleset,Team Deathmatch,Assists,2.0
Reaper,Ruleset,Deathmatch,Eliminations,1.0
Reaper,Ruleset,Deathmatch,Time Played,39.115328999999996
Reaper,Ruleset,Deathmatch,Eliminations - Most in Life,1.0
Reaper,Ruleset,Deathmatch,Most Score within one Life,72.793943
Reaper,Ruleset,Deathmatch,Deaths,1.0
Reaper,Ruleset,Deathmatch,All Damage Done - Most in Life,198.04066
Reaper,Ruleset,Deathmatch,Score,72.793943
Reaper,Ruleset,Deathmatch,Weapon Accuracy - Best in Game,0.17
Reaper,Ruleset,Deathmatch,All Damage Done,198.04066
Reaper,Ruleset,Deathmatch,Kill Streak - Best,1.0
Reaper,Ruleset,Deathmatch,All Damage Done - Most in Game,198.04066
Reaper,Ruleset,Deathmatch,Eliminations - Most in Game,1.0
Reaper,Ruleset,Deathmatch,Medals - Silver,0.064835
Reaper,Ruleset,Deathmatch,Medals - Gold,0.064835
Reaper,Ruleset,Deathmatch,Medals,0.129669
Reaper,Ruleset,Deathmatch,Critical Hits,5.0
Reaper,Ruleset,Deathmatch,Critical Hits - Most in Game,5.0
Reaper,Ruleset,Deathmatch,Critical Hits - Most in Life,5.0
Reaper,Ruleset,Deathmatch,Self Healing,31.699478000000003
Reaper,Ruleset,Deathmatch,Self Healing - Most in Game,31.699478000000003
Reaper,Ruleset,Deathmatch,Hero Damage Done,198.04066
Reaper,Ruleset,Deathmatch,Hero Damage Done - Most in Game,198.04066
Reaper,Ruleset,Deathmatch,Hero Damage Done - Most in Life,198.04066
Reaper,Ruleset,Deathmatch,Assists,1.0
Tracer,Unranked,,Eliminations,219.0
Tracer,Unranked,,Time Played,9997.701139
Tracer,Unranked,,Eliminations - Most in Life,15.0
Tracer,Unranked,,Most Score within one Life,839.656915
Tracer,Unranked,,Deaths,146.0
Tracer,Unranked,,Final Blows,88.0
Tracer,Unranked,,Solo Kills,26.0
Tracer,Unranked,,All Damage Done - Most in Life,3274.968806
Tracer,Unranked,,Games Played,22.511439000000003
Tracer,Unranked,,Games Won,12.331023
Tracer,Unranked,,Score,15443.856988999998
Tracer,Unranked,,Pulse Bomb Kills,20.0
Tracer,Unranked,,Weapon Accuracy - Best in Game,0.8
Tracer,Unranked,,All Damage Done,83886.10745499999
Tracer,Unranked,,Pulse Bomb Kills - Most in Game,3.0
Tracer,Unranked,,Pulse Bombs Attached - Most in Game,2.0
Tracer,Unranked,,Pulse Bombs Attached,18.0
Tracer,Unranked,,Kill Streak - Best,15.0
Tracer,Unranked,,All Damage Done - Most in Game,7224.620009
Tracer,Unranked,,Eliminations - Most in Game,18.0
Tracer,Unranked,,Final Blows - Most in Game,8.0
Tracer,Unranked,,Objective Kills,82.0
Tracer,Unranked,,Objective Time,788.541027
Tracer,Unranked,,Objective Kills - Most in Game,12.0
Tracer,Unranked,,Objective Time - Most in Game,99.23600400000001
Tracer,Unranked,,Teleporter Pads Destroyed,2.0
Tracer,Unranked,,Turrets Destroyed,18.0
Tracer,Unranked,,Solo Kills - Most in Game,4.0
Tracer,Unranked,,Medals - Bronze,21.176048
Tracer,Unranked,,Medals - Silver,10.158389999999999
Tracer,Unranked,,Medals - Gold,10.596876
Tracer,Unranked,,Medals,41.931314
Tracer,Unranked,,Melee Final Blows,11.0
Tracer,Unranked,,Critical Hits,804.0
Tracer,Unranked,,Critical Hits - Most in Game,61.0
Tracer,Unranked,,Critical Hits - Most in Life,56.0
Tracer,Unranked,,Self Healing,9023.667719
Tracer,Unranked,,Self Healing - Most in Game,628.602318
Tracer,Unranked,,Melee Final Blows - Most in Game,2.0
Tracer,Unranked,,Health Recovered,9023.667719
Tracer,Unranked,,Health Recovered - Most in Game,628.602318
Tracer,Unranked,,Hero Damage Done,62507.97958300001
Tracer,Unranked,,Hero Damage Done - Most in Game,3490.537821
Tracer,Unranked,,Hero Damage Done - Most in Life,3051.587235
Tracer,Unranked,,Barrier Damage Done,18449.864513999997
Tracer,Unranked,,Barrier Damage Done - Most in Game,3645.8187759999996
Tracer,Unranked,,Assists,131.0
Tracer,VS AI,,Eliminations,57.0
Tracer,VS AI,,Time Played,1018.037169
Tracer,VS AI,,Eliminations - Most in Life,19.0
Tracer,VS AI,,Most Score within one Life,856.183755
Tracer,VS AI,,Deaths,4.0
Tracer,VS AI,,Final Blows,18.0
Tracer,VS AI,,Solo Kills,5.0
Tracer,VS AI,,All Damage Done - Most in Life,2504.401047
Tracer,VS AI,,Games Played,3.262166
Tracer,VS AI,,Games Won,3.262166
Tracer,VS AI,,Score,2886.475897
Tracer,VS AI,,Pulse Bomb Kills,4.0
Tracer,VS AI,,Weapon Accuracy - Best in Game,0.208062
Tracer,VS AI,,All Damage Done,6858.273343000001
Tracer,VS AI,,Pulse Bomb Kills - Most in Game,3.0
Tracer,VS AI,,Pulse Bombs Attached - Most in Game,1.0
Tracer,VS AI,,Pulse Bombs Attached,1.0
Tracer,VS AI,,Kill Streak - Best,19.0
Tracer,VS AI,,All Damage Done - Most in Game,3861.511001
Tracer,VS AI,,Eliminations - Most in Game,27.0
Tracer,VS AI,,Final Blows - Most in Game,8.0
Tracer,VS AI,,Objective Kills,44.0
Tracer,VS AI,,Objective Time,366.608007
Tracer,VS AI,,Objective Kills - Most in Game,23.0
Tracer,VS AI,,Objective Time - Most in Game,162.096001
Tracer,VS AI,,Multikills,2.0
Tracer,VS AI,,Multikill - Best,4.0
Tracer,VS AI,,Solo Kills - Most in Game,3.0
Tracer,VS AI,,Medals - Bronze,3.262166
Tracer,VS AI,,Medals - Gold,1.0
Tracer,VS AI,,Medals,4.262167
Tracer,VS AI,,Cards,1.0
Tracer,VS AI,,Critical Hits,105.0
Tracer,VS AI,,Critical Hits - Most in Game,56.0
Tracer,VS AI,,Critical Hits - Most in Life,22.0
Tracer,VS AI,,Self Healing,247.910023
Tracer,VS AI,,Self Healing - Most in Game,167.400002
Tracer,VS AI,,Health Recovered,247.910023
Tracer,VS AI,,Health Recovered - Most in Game,167.400002
Tracer,VS AI,,Hero Damage Done,6548.609579
Tracer,VS AI,,Hero Damage Done - Most in Game,3755.614868
Tracer,VS AI,,Hero Damage Done - Most in Life,2398.504915
Tracer,VS AI,,Barrier Damage Done,303.663765
Tracer,VS AI,,Barrier Damage Done - Most in Game,133.967628
Tracer,VS AI,,Assists,39.0
Tracer,Ruleset,Elimination,Eliminations,2.0
Tracer,Ruleset,Elimination,Time Played,283.47711499999997
Tracer,Ruleset,Elimination,Eliminations - Most in Life,2.0
Tracer,Ruleset,Elimination,Most Score within one Life,93.393999
Tracer,Ruleset,Elimination,Deaths,4.0
Tracer,Ruleset,Elimination,Final Blows,1.0
Tracer,Ruleset,Elimination,All Damage Done - Most in Life,587.0264940000001
Tracer,Ruleset,Elimination,Games Played,0.881657
Tracer,Ruleset,Elimination,Games Won,0.423634
Tracer,Ruleset,Elimination,Score,109.58888700000001
Tracer,Ruleset,Elimination,Weapon Accuracy - Best in Game,0.4625
Tracer,Ruleset,Elimination,All Damage Done,1473.568107
Tracer,Ruleset,Elimination,Kill Streak - Best,2.0
Tracer,Ruleset,Elimination,All Damage Done - Most in Game,587.0264940000001
Tracer,Ruleset,Elimination,Eliminations - Most in Game,2.0
Tracer,Ruleset,Elimination,Final Blows - Most in Game,1.0
Tracer,Ruleset,Elimination,Medals - Bronze,1.447322
Tracer,Ruleset,Elimination,Medals - Silver,1.098681
Tracer,Ruleset,Elimination,Medals - Gold,0.45802299999999996
Tracer,Ruleset,Elimination,Medals,3.0040259999999996
Tracer,Ruleset,Elimination,Critical Hits,11.0
Tracer,Ruleset,Elimination,Critical Hits - Most in Game,6.0
Tracer,Ruleset,Elimination,Critical Hits - Most in Life,6.0
Tracer,Ruleset,Elimination,Self Healing,297.14887999999996
Tracer,Ruleset,Elimination,Self Healing - Most in Game,147.948883
Tracer,Ruleset,Elimination,Health Recovered,297.14887999999996
Tracer,Ruleset,Elimination,Health Recovered - Most in Game,147.948883
Tracer,Ruleset,Elimination,Hero Damage Done,1257.459826
Tracer,Ruleset,Elimination,Hero Damage Done - Most in Game,587.0264940000001
Tracer,Ruleset,Elimination,Hero Damage Done - Most in Life,587.0264940000001
Tracer,Ruleset,Elimination,Barrier Damage Done,216.108281
Tracer,Ruleset,Elimination,Barrier Damage Done - Most in Game,216.108281
Tracer,Ruleset,Elimination,Assists,1.0
Tracer,Ruleset,Mystery Heroes,Eliminations,221.0
Tracer,Ruleset,Mystery Heroes,Time Played,10080.624216
Tracer,Ruleset,Mystery Heroes,Eliminations - Most in Life,11.0
Tracer,Ruleset,Mystery Heroes,Most Score within one Life,738.699245
Tracer,Ruleset,Mystery Heroes,Deaths,110.0
Tracer,Ruleset,Mystery Heroes,Final Blows,92.0
Tracer,Ruleset,Mystery Heroes,Solo Kills,26.0
Tracer,Ruleset,Mystery Heroes,All Damage Done - Most in Life,4000.0144549999995
Tracer,Ruleset,Mystery Heroes,Games Played,12.73526
Tracer,Ruleset,Mystery Heroes,Games Won,9.418718
Tracer,Ruleset,Mystery Heroes,Score,15606.008175
Tracer,Ruleset,Mystery Heroes,Pulse Bomb Kills,15.0
Tracer,Ruleset,Mystery Heroes,Weapon Accuracy - Best in Game,0.815789
Tracer,Ruleset,Mystery Heroes,All Damage Done,87938.813043
Tracer,Ruleset,Mystery Heroes,Pulse Bomb Kills - Most in Game,2.0
Tracer,Ruleset,Mystery Heroes,Pulse Bombs Attached - Most in Game,2.0
Tracer,Ruleset,Mystery Heroes,Pulse Bombs Attached,13.0
Tracer,Ruleset,Mystery Heroes,Kill Streak - Best,11.0
Tracer,Ruleset,Mystery Heroes,All Damage Done - Most in Game,4000.0144549999995
Tracer,Ruleset,Mystery Heroes,Eliminations - Most in Game,15.0
Tracer,Ruleset,Mystery Heroes,Final Blows - Most in Game,7.0
Tracer,Ruleset,Mystery Heroes,Objective Kills,97.0
Tracer,Ruleset,Mystery Heroes,Objective Time,812.441034
Tracer,Ruleset,Mystery Heroes,Objective Kills - Most in Game,9.0
Tracer,Ruleset,Mystery Heroes,Objective Time - Most in Game,49.152002
Tracer,Ruleset,Mystery Heroes,Turrets Destroyed,29.0
Tracer,Ruleset,Mystery Heroes,Multikills,2.0
Tracer,Ruleset,Mystery Heroes,Multikill - Best,3.0
Tracer,Ruleset,Mystery Heroes,Solo Kills - Most in Game,3.0
Tracer,Ruleset,Mystery Heroes,Medals - Bronze,23.081131
Tracer,Ruleset,Mystery Heroes,Medals - Silver,19.913781
Tracer,Ruleset,Mystery Heroes,Medals - Gold,14.180704
Tracer,Ruleset,Mystery Heroes,Medals,57.175616000000005
Tracer,Ruleset,Mystery Heroes,Cards,1.0
Tracer,Ruleset,Mystery Heroes,Melee Final Blows,3.0
Tracer,Ruleset,Mystery Heroes,Time Spent on Fire,45.947871
Tracer,Ruleset,Mystery Heroes,Critical Hits,921.0
Tracer,Ruleset,Mystery Heroes,Critical Hits - Most in Game,63.0
Tracer,Ruleset,Mystery Heroes,Critical Hits - Most in Life,61.0
Tracer,Ruleset,Mystery Heroes,Self Healing,11499.660267
Tracer,Ruleset,Mystery Heroes,Self Healing - Most in Game,756.479996
Tracer,Ruleset,Mystery Heroes,Melee Final Blows - Most in Game,1.0
Tracer,Ruleset,Mystery Heroes,Health Recovered,11499.660267
Tracer,Ruleset,Mystery Heroes,Health Recovered - Most in Game,756.479996
Tracer,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,17.616097
Tracer,Ruleset,Mystery Heroes,Hero Damage Done,66786.74915
Tracer,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,2986.956861
Tracer,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,2961.645269
Tracer,Ruleset,Mystery Heroes,Barrier Damage Done,18064.767599000003
Tracer,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,2274.379534
Tracer,Ruleset,Mystery Heroes,Assists,129.0
Tracer,Ruleset,Duel,Time Played,185.782349
Tracer,Ruleset,Duel,Most Score within one Life,13.2
Tracer,Ruleset,Duel,Deaths,3.0
Tracer,Ruleset,Duel,All Damage Done - Most in Life,339.26407400000005
Tracer,Ruleset,Duel,Games Played,0.47908500000000004
Tracer,Ruleset,Duel,Score,23.625
Tracer,Ruleset,Duel,Weapon Accuracy - Best in Game,1.0
Tracer,Ruleset,Duel,All Damage Done,439.75294800000006
Tracer,Ruleset,Duel,All Damage Done - Most in Game,339.26407400000005
Tracer,Ruleset,Duel,Medals - Gold,1.437254
Tracer,Ruleset,Duel,Medals,1.437254
Tracer,Ruleset,Duel,Critical Hits,4.0
Tracer,Ruleset,Duel,Critical Hits - Most in Game,4.0
Tracer,Ruleset,Duel,Critical Hits - Most in Life,4.0
Tracer,Ruleset,Duel,Self Healing,236.25
Tracer,Ruleset,Duel,Self Healing - Most in Game,132.0
Tracer,Ruleset,Duel,Health Recovered,236.25
Tracer,Ruleset,Duel,Health Recovered - Most in Game,132.0
Tracer,Ruleset,Duel,Hero Damage Done,439.75294800000006
Tracer,Ruleset,Duel,Hero Damage Done - Most in Game,339.26407400000005
Tracer,Ruleset,Duel,Hero Damage Done - Most in Life,339.26407400000005
Tracer,Ruleset,Team Deathmatch,Eliminations,54.0
Tracer,Ruleset,Team Deathmatch,Time Played,1914.8112449999999
Tracer,Ruleset,Team Deathmatch,Eliminations - Most in Life,5.0
Tracer,Ruleset,Team Deathmatch,Most Score within one Life,305.287997
Tracer,Ruleset,Team Deathmatch,Deaths,32.0
Tracer,Ruleset,Team Deathmatch,Final Blows,29.0
Tracer,Ruleset,Team Deathmatch,Solo Kills,11.0
Tracer,Ruleset,Team Deathmatch,All Damage Done - Most in Life,1246.018976
Tracer,Ruleset,Team Deathmatch,Games Played,7.181889999999999
Tracer,Ruleset,Team Deathmatch,Games Won,2.413023
Tracer,Ruleset,Team Deathmatch,Score,3119.270243
Tracer,Ruleset,Team Deathmatch,Pulse Bomb Kills,2.0
Tracer,Ruleset,Team Deathmatch,Weapon Accuracy - Best in Game,0.256579
Tracer,Ruleset,Team Deathmatch,All Damage Done,14121.302398
Tracer,Ruleset,Team Deathmatch,Pulse Bomb Kills - Most in Game,1.0
Tracer,Ruleset,Team Deathmatch,Pulse Bombs Attached - Most in Game,1.0
Tracer,Ruleset,Team Deathmatch,Pulse Bombs Attached,4.0
Tracer,Ruleset,Team Deathmatch,Kill Streak - Best,5.0
Tracer,Ruleset,Team Deathmatch,All Damage Done - Most in Game,4508.273867
Tracer,Ruleset,Team Deathmatch,Eliminations - Most in Game,14.0
Tracer,Ruleset,Team Deathmatch,Final Blows - Most in Game,5.0
Tracer,Ruleset,Team Deathmatch,Turrets Destroyed,1.0
Tracer,Ruleset,Team Deathmatch,Solo Kills - Most in Game,3.0
Tracer,Ruleset,Team Deathmatch,Medals - Bronze,11.599894
Tracer,Ruleset,Team Deathmatch,Medals - Silver,3.114067
Tracer,Ruleset,Team Deathmatch,Medals - Gold,1.610433
Tracer,Ruleset,Team Deathmatch,Medals,16.324394
Tracer,Ruleset,Team Deathmatch,Cards,2.0
Tracer,Ruleset,Team Deathmatch,Melee Final Blows,1.0
Tracer,Ruleset,Team Deathmatch,Critical Hits,156.0
Tracer,Ruleset,Team Deathmatch,Critical Hits - Most in Game,44.0
Tracer,Ruleset,Team Deathmatch,Critical Hits - Most in Life,22.0
Tracer,Ruleset,Team Deathmatch,Self Healing,3956.9831619999995
Tracer,Ruleset,Team Deathmatch,Self Healing - Most in Game,1222.702179
Tracer,Ruleset,Team Deathmatch,Melee Final Blows - Most in Game,1.0
