Hero,Stat Context Type,Stat Context Name,Stat,Amount
Torbjörn,Ruleset,Mystery Heroes,Teleporter Pads Destroyed,1.0
Torbjörn,Ruleset,Mystery Heroes,Torbjörn Kills - Most in Game,12.0
Torbjörn,Ruleset,Mystery Heroes,Armor Packs Created - Most in Game,14.0
Torbjörn,Ruleset,Mystery Heroes,Turret Kills - Most in Game,18.0
Torbjörn,Ruleset,Mystery Heroes,Molten Core Kills,24.0
Torbjörn,Ruleset,Mystery Heroes,Molten Core Kills - Most in Game,4.0
Torbjörn,Ruleset,Mystery Heroes,Turrets Destroyed,30.0
Torbjörn,Ruleset,Mystery Heroes,Multikills,1.0
Torbjörn,Ruleset,Mystery Heroes,Multikill - Best,3.0
Torbjörn,Ruleset,Mystery Heroes,Solo Kills - Most in Game,4.0
Torbjörn,Ruleset,Mystery Heroes,Medals - Bronze,20.271334
Torbjörn,Ruleset,Mystery Heroes,Medals - Silver,19.783006
Torbjörn,Ruleset,Mystery Heroes,Medals - Gold,22.282621
Torbjörn,Ruleset,Mystery Heroes,Medals,62.336962
Torbjörn,Ruleset,Mystery Heroes,Cards,6.0
Torbjörn,Ruleset,Mystery Heroes,Time Spent on Fire,189.578422
Torbjörn,Ruleset,Mystery Heroes,Critical Hits,64.0
Torbjörn,Ruleset,Mystery Heroes,Critical Hits - Most in Game,9.0
Torbjörn,Ruleset,Mystery Heroes,Critical Hits - Most in Life,9.0
Torbjörn,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,58.603042
Torbjörn,Ruleset,Mystery Heroes,Hero Damage Done,94345.759251
Torbjörn,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,5038.025348
Torbjörn,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,5038.025348
Torbjörn,Ruleset,Mystery Heroes,Barrier Damage Done,32965.547837
Torbjörn,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,3507.3253630000004
Torbjörn,Ruleset,Mystery Heroes,Assists,158.0
Torbjörn,Ruleset,Mystery Heroes,Overload Kills,14.0
Torbjörn,Ruleset,Mystery Heroes,Overload Kills - Most in Game,5.0
Torbjörn,Ruleset,Team Deathmatch,Eliminations,20.0
Torbjörn,Ruleset,Team Deathmatch,Time Played,755.1425849999999
Torbjörn,Ruleset,Team Deathmatch,Eliminations - Most in Life,5.0
Torbjörn,Ruleset,Team Deathmatch,Most Score within one Life,432.55998600000004
Torbjörn,Ruleset,Team Deathmatch,Deaths,15.0
Torbjörn,Ruleset,Team Deathmatch,Final Blows,8.0
Torbjörn,Ruleset,Team Deathmatch,Solo Kills,3.0
Torbjörn,Ruleset,Team Deathmatch,All Damage Done - Most in Life,1641.19997
Torbjörn,Ruleset,Team Deathmatch,Games Played,2.269571
Torbjörn,Ruleset,Team Deathmatch,Games Won,0.8629020000000001
Torbjörn,Ruleset,Team Deathmatch,Score,1610.972872
Torbjörn,Ruleset,Team Deathmatch,Weapon Accuracy - Best in Game,0.208333
Torbjörn,Ruleset,Team Deathmatch,All Damage Done,9057.299985
Torbjörn,Ruleset,Team Deathmatch,Kill Streak - Best,5.0
Torbjörn,Ruleset,Team Deathmatch,Armor Packs Created,21.0
Torbjörn,Ruleset,Team Deathmatch,Torbjörn Kills,12.0
Torbjörn,Ruleset,Team Deathmatch,Turret Kills,15.0
Torbjörn,Ruleset,Team Deathmatch,All Damage Done - Most in Game,3036.279972
Torbjörn,Ruleset,Team Deathmatch,Eliminations - Most in Game,9.0
Torbjörn,Ruleset,Team Deathmatch,Final Blows - Most in Game,3.0
Torbjörn,Ruleset,Team Deathmatch,Torbjörn Kills - Most in Game,5.0
Torbjörn,Ruleset,Team Deathmatch,Armor Packs Created - Most in Game,10.0
Torbjörn,Ruleset,Team Deathmatch,Turret Kills - Most in Game,7.0
Torbjörn,Ruleset,Team Deathmatch,Molten Core Kills,3.0
Torbjörn,Ruleset,Team Deathmatch,Molten Core Kills - Most in Game,2.0
Torbjörn,Ruleset,Team Deathmatch,Solo Kills - Most in Game,2.0
Torbjörn,Ruleset,Team Deathmatch,Medals - Bronze,3.3390910000000003
Torbjörn,Ruleset,Team Deathmatch,Medals - Silver,1.396363
Torbjörn,Ruleset,Team Deathmatch,Medals - Gold,1.494153
Torbjörn,Ruleset,Team Deathmatch,Medals,6.2296059999999995
Torbjörn,Ruleset,Team Deathmatch,Critical Hits,11.0
Torbjörn,Ruleset,Team Deathmatch,Critical Hits - Most in Game,8.0
Torbjörn,Ruleset,Team Deathmatch,Critical Hits - Most in Life,7.0
Torbjörn,Ruleset,Team Deathmatch,Hero Damage Done,7931.879985
Torbjörn,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,2272.279972
Torbjörn,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,1217.080002
Torbjörn,Ruleset,Team Deathmatch,Barrier Damage Done,882.0
Torbjörn,Ruleset,Team Deathmatch,Barrier Damage Done - Most in Game,764.0
Torbjörn,Ruleset,Team Deathmatch,Assists,12.0
Torbjörn,Ruleset,Team Deathmatch,Overload Kills,1.0
Torbjörn,Ruleset,Team Deathmatch,Overload Kills - Most in Game,1.0
Torbjörn,Ruleset,Deathmatch,Eliminations,3.0
Torbjörn,Ruleset,Deathmatch,Time Played,93.86224200000001
Torbjörn,Ruleset,Deathmatch,Eliminations - Most in Life,3.0
Torbjörn,Ruleset,Deathmatch,Most Score within one Life,145.443695
Torbjörn,Ruleset,Deathmatch,Deaths,1.0
Torbjörn,Ruleset,Deathmatch,Final Blows,2.0
Torbjörn,Ruleset,Deathmatch,All Damage Done - Most in Life,568.820618
Torbjörn,Ruleset,Deathmatch,Score,145.443695
Torbjörn,Ruleset,Deathmatch,Weapon Accuracy - Best in Game,0.08088200000000001
Torbjörn,Ruleset,Deathmatch,All Damage Done,568.820618
Torbjörn,Ruleset,Deathmatch,Kill Streak - Best,3.0
Torbjörn,Ruleset,Deathmatch,Armor Packs Created,3.0
Torbjörn,Ruleset,Deathmatch,Turret Kills,2.0
Torbjörn,Ruleset,Deathmatch,All Damage Done - Most in Game,568.820618
Torbjörn,Ruleset,Deathmatch,Eliminations - Most in Game,3.0
Torbjörn,Ruleset,Deathmatch,Final Blows - Most in Game,2.0
Torbjörn,Ruleset,Deathmatch,Armor Packs Created - Most in Game,3.0
Torbjörn,Ruleset,Deathmatch,Turret Kills - Most in Game,2.0
Torbjörn,Ruleset,Deathmatch,Medals - Gold,0.155594
Torbjörn,Ruleset,Deathmatch,Medals,0.155594
Torbjörn,Ruleset,Deathmatch,Critical Hits,2.0
Torbjörn,Ruleset,Deathmatch,Critical Hits - Most in Game,2.0
Torbjörn,Ruleset,Deathmatch,Critical Hits - Most in Life,2.0
Torbjörn,Ruleset,Deathmatch,Hero Damage Done,568.820618
Torbjörn,Ruleset,Deathmatch,Hero Damage Done - Most in Game,568.820618
Torbjörn,Ruleset,Deathmatch,Hero Damage Done - Most in Life,568.820618
Torbjörn,Ruleset,Deathmatch,Assists,1.0
Torbjörn,Ranked,Season 10,Eliminations,2.0
Torbjörn,Ranked,Season 10,Time Played,139.81333700000002
Torbjörn,Ranked,Season 10,Eliminations - Most in Life,2.0
Torbjörn,Ranked,Season 10,Most Score within one Life,269.687993
Torbjörn,Ranked,Season 10,Deaths,2.0
Torbjörn,Ranked,Season 10,Final Blows,1.0
Torbjörn,Ranked,Season 10,All Damage Done - Most in Life,1781.479976
Torbjörn,Ranked,Season 10,Games Played,0.296641
Torbjörn,Ranked,Season 10,Games Won,0.296641
Torbjörn,Ranked,Season 10,Score,269.687993
Torbjörn,Ranked,Season 10,Weapon Accuracy - Best in Game,0.10769200000000001
Torbjörn,Ranked,Season 10,All Damage Done,1886.479976
Torbjörn,Ranked,Season 10,Kill Streak - Best,2.0
Torbjörn,Ranked,Season 10,Armor Packs Created,3.0
Torbjörn,Ranked,Season 10,Turret Kills,2.0
Torbjörn,Ranked,Season 10,All Damage Done - Most in Game,1886.479976
Torbjörn,Ranked,Season 10,Eliminations - Most in Game,2.0
Torbjörn,Ranked,Season 10,Final Blows - Most in Game,1.0
Torbjörn,Ranked,Season 10,Objective Kills,1.0
Torbjörn,Ranked,Season 10,Objective Time,1.088
Torbjörn,Ranked,Season 10,Objective Kills - Most in Game,1.0
Torbjörn,Ranked,Season 10,Objective Time - Most in Game,1.088
Torbjörn,Ranked,Season 10,Armor Packs Created - Most in Game,3.0
Torbjörn,Ranked,Season 10,Turret Kills - Most in Game,2.0
Torbjörn,Ranked,Season 10,Medals - Bronze,0.296641
Torbjörn,Ranked,Season 10,Medals,0.296641
Torbjörn,Ranked,Season 10,Hero Damage Done,1521.479976
Torbjörn,Ranked,Season 10,Hero Damage Done - Most in Game,1521.479976
Torbjörn,Ranked,Season 10,Hero Damage Done - Most in Life,1500.479976
Torbjörn,Ranked,Season 10,Barrier Damage Done,364.0
Torbjörn,Ranked,Season 10,Barrier Damage Done - Most in Game,364.0
Torbjörn,Ranked,Season 10,Assists,1.0
Torbjörn,Ranked,Season 14,Eliminations,2.0
Torbjörn,Ranked,Season 14,Time Played,72.39223100000001
Torbjörn,Ranked,Season 14,Eliminations - Most in Life,2.0
Torbjörn,Ranked,Season 14,Most Score within one Life,179.70250900000002
Torbjörn,Ranked,Season 14,Deaths,1.0
Torbjörn,Ranked,Season 14,Final Blows,1.0
Torbjörn,Ranked,Season 14,All Damage Done - Most in Life,1412.011149
Torbjörn,Ranked,Season 14,Games Played,0.061421
Torbjörn,Ranked,Season 14,Score,184.662509
Torbjörn,Ranked,Season 14,Weapon Accuracy - Best in Game,0.1
Torbjörn,Ranked,Season 14,All Damage Done,1412.011149
Torbjörn,Ranked,Season 14,Kill Streak - Best,2.0
Torbjörn,Ranked,Season 14,Torbjörn Kills,1.0
Torbjörn,Ranked,Season 14,Turret Kills,2.0
Torbjörn,Ranked,Season 14,All Damage Done - Most in Game,1412.011149
Torbjörn,Ranked,Season 14,Eliminations - Most in Game,2.0
Torbjörn,Ranked,Season 14,Final Blows - Most in Game,1.0
Torbjörn,Ranked,Season 14,Objective Kills,1.0
Torbjörn,Ranked,Season 14,Objective Time,7.424
Torbjörn,Ranked,Season 14,Objective Kills - Most in Game,1.0
Torbjörn,Ranked,Season 14,Objective Time - Most in Game,7.424
Torbjörn,Ranked,Season 14,Torbjörn Kills - Most in Game,1.0
Torbjörn,Ranked,Season 14,Turret Kills - Most in Game,2.0
Torbjörn,Ranked,Season 14,Medals - Silver,0.061421
Torbjörn,Ranked,Season 14,Medals - Gold,0.061421
Torbjörn,Ranked,Season 14,Medals,0.122842
Torbjörn,Ranked,Season 14,Hero Damage Done,822.011149
Torbjörn,Ranked,Season 14,Hero Damage Done - Most in Game,822.011149
Torbjörn,Ranked,Season 14,Hero Damage Done - Most in Life,822.011149
Torbjörn,Ranked,Season 14,Barrier Damage Done,590.0
Torbjörn,Ranked,Season 14,Barrier Damage Done - Most in Game,590.0
Torbjörn,Ranked,Season 14,Assists,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Time Played,51.795788
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations - Most in Life,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Most Score within one Life,34.45
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Final Blows,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done - Most in Life,39.75
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Games Played,0.20219700000000002
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Games Won,0.20219700000000002
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Score,34.45
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done,39.75
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Kill Streak - Best,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Armor Packs Created,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Turret Kills,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,All Damage Done - Most in Game,39.75
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Eliminations - Most in Game,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Final Blows - Most in Game,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Armor Packs Created - Most in Game,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Turret Kills - Most in Game,1.0
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done,39.75
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done - Most in Game,39.75
Torbjörn,Ruleset,Elimination 6v6 Lockout - Ranked 2018,Hero Damage Done - Most in Life,39.75
Reinhardt,Unranked,,Eliminations,220.0
Reinhardt,Unranked,,Time Played,12367.187467
Reinhardt,Unranked,,Eliminations - Most in Life,8.0
Reinhardt,Unranked,,Most Score within one Life,779.5943070000001
Reinhardt,Unranked,,Deaths,186.0
Reinhardt,Unranked,,Final Blows,105.0
Reinhardt,Unranked,,Solo Kills,21.0
Reinhardt,Unranked,,All Damage Done - Most in Life,2382.6596640000002
Reinhardt,Unranked,,Games Played,26.830802000000002
Reinhardt,Unranked,,Games Won,10.460205
Reinhardt,Unranked,,Score,28185.364465
Reinhardt,Unranked,,All Damage Done,90992.708225
Reinhardt,Unranked,,Kill Streak - Best,8.0
Reinhardt,Unranked,,Damage Blocked,320754.52742
Reinhardt,Unranked,,Damage Blocked - Most in Game,18166.384246
Reinhardt,Unranked,,Charge Kills,31.0
Reinhardt,Unranked,,Charge Kills - Most in Game,3.0
Reinhardt,Unranked,,Fire Strike Kills,38.0
Reinhardt,Unranked,,Fire Strike Kills - Most in Game,4.0
Reinhardt,Unranked,,Earthshatter Kills,27.0
Reinhardt,Unranked,,Earthshatter Kills - Most in Game,4.0
Reinhardt,Unranked,,All Damage Done - Most in Game,5946.3113840000005
Reinhardt,Unranked,,Eliminations - Most in Game,16.0
Reinhardt,Unranked,,Final Blows - Most in Game,7.0
Reinhardt,Unranked,,Objective Kills,94.0
Reinhardt,Unranked,,Objective Time,1704.037066
Reinhardt,Unranked,,Objective Kills - Most in Game,7.0
Reinhardt,Unranked,,Objective Time - Most in Game,140.038005
Reinhardt,Unranked,,Turrets Destroyed,21.0
Reinhardt,Unranked,,Multikills,1.0
Reinhardt,Unranked,,Multikill - Best,3.0
Reinhardt,Unranked,,Environmental Kills,1.0
Reinhardt,Unranked,,Solo Kills - Most in Game,2.0
Reinhardt,Unranked,,Medals - Bronze,21.091712
Reinhardt,Unranked,,Medals - Silver,21.359307
Reinhardt,Unranked,,Medals - Gold,22.032201
Reinhardt,Unranked,,Medals,64.48321999999999
Reinhardt,Unranked,,Cards,10.0
Reinhardt,Unranked,,Time Spent on Fire,248.30366
Reinhardt,Unranked,,Offensive Assists,20.0
Reinhardt,Unranked,,Offensive Assists - Most in Game,3.0
Reinhardt,Unranked,,Time Spent on Fire - Most in Game,109.488646
Reinhardt,Unranked,,Hero Damage Done,73839.39099700001
Reinhardt,Unranked,,Hero Damage Done - Most in Game,5545.455397
Reinhardt,Unranked,,Hero Damage Done - Most in Life,2128.2997760000003
Reinhardt,Unranked,,Barrier Damage Done,13909.756269
Reinhardt,Unranked,,Barrier Damage Done - Most in Game,1780.0
Reinhardt,Unranked,,Assists,114.0
Reinhardt,VS AI,,Time Played,75.29448599999999
Reinhardt,VS AI,,Most Score within one Life,10.423756
Reinhardt,VS AI,,Deaths,2.0
Reinhardt,VS AI,,All Damage Done - Most in Life,375.0
Reinhardt,VS AI,,Games Played,1.0
Reinhardt,VS AI,,Score,10.423756
Reinhardt,VS AI,,All Damage Done,525.0
Reinhardt,VS AI,,Damage Blocked,521.187827
Reinhardt,VS AI,,Damage Blocked - Most in Game,521.187827
Reinhardt,VS AI,,All Damage Done - Most in Game,525.0
Reinhardt,VS AI,,Objective Time,9.504
Reinhardt,VS AI,,Objective Time - Most in Game,9.504
Reinhardt,VS AI,,Hero Damage Done,525.0
Reinhardt,VS AI,,Hero Damage Done - Most in Game,525.0
Reinhardt,VS AI,,Hero Damage Done - Most in Life,375.0
Reinhardt,Ruleset,CTF,Eliminations,5.0
Reinhardt,Ruleset,CTF,Time Played,380.449065
Reinhardt,Ruleset,CTF,Eliminations - Most in Life,2.0
Reinhardt,Ruleset,CTF,Most Score within one Life,201.81291399999998
Reinhardt,Ruleset,CTF,Deaths,6.0
Reinhardt,Ruleset,CTF,Final Blows,4.0
Reinhardt,Ruleset,CTF,Solo Kills,3.0
Reinhardt,Ruleset,CTF,All Damage Done - Most in Life,900.0
Reinhardt,Ruleset,CTF,Games Played,0.785234
Reinhardt,Ruleset,CTF,Games Won,0.12125799999999999
Reinhardt,Ruleset,CTF,Score,593.1380429999999
Reinhardt,Ruleset,CTF,All Damage Done,3244.0099179999997
Reinhardt,Ruleset,CTF,Kill Streak - Best,2.0
Reinhardt,Ruleset,CTF,Damage Blocked,4403.31282
Reinhardt,Ruleset,CTF,Damage Blocked - Most in Game,3412.667264
Reinhardt,Ruleset,CTF,Charge Kills,2.0
Reinhardt,Ruleset,CTF,Charge Kills - Most in Game,1.0
Reinhardt,Ruleset,CTF,Fire Strike Kills,1.0
Reinhardt,Ruleset,CTF,Fire Strike Kills - Most in Game,1.0
Reinhardt,Ruleset,CTF,All Damage Done - Most in Game,2644.0099179999997
Reinhardt,Ruleset,CTF,Eliminations - Most in Game,3.0
Reinhardt,Ruleset,CTF,Final Blows - Most in Game,3.0
Reinhardt,Ruleset,CTF,Objective Kills,3.0
Reinhardt,Ruleset,CTF,Objective Time,25.961001
Reinhardt,Ruleset,CTF,Objective Kills - Most in Game,2.0
Reinhardt,Ruleset,CTF,Objective Time - Most in Game,16.893001
Reinhardt,Ruleset,CTF,Solo Kills - Most in Game,2.0
Reinhardt,Ruleset,CTF,Medals - Bronze,0.663976
Reinhardt,Ruleset,CTF,Medals - Silver,1.625717
Reinhardt,Ruleset,CTF,Medals - Gold,0.663976
Reinhardt,Ruleset,CTF,Medals,2.9536689999999997
Reinhardt,Ruleset,CTF,Cards,1.0
Reinhardt,Ruleset,CTF,Flag Returns,1.0
Reinhardt,Ruleset,CTF,Hero Damage Done,1944.009918
Reinhardt,Ruleset,CTF,Hero Damage Done - Most in Game,1344.009918
Reinhardt,Ruleset,CTF,Hero Damage Done - Most in Life,760.0
Reinhardt,Ruleset,CTF,Barrier Damage Done,1125.0
Reinhardt,Ruleset,CTF,Barrier Damage Done - Most in Game,1125.0
Reinhardt,Ruleset,CTF,Assists,1.0
Reinhardt,Ruleset,Elimination,Eliminations,3.0
Reinhardt,Ruleset,Elimination,Time Played,134.039899
Reinhardt,Ruleset,Elimination,Eliminations - Most in Life,3.0
Reinhardt,Ruleset,Elimination,Most Score within one Life,183.840892
Reinhardt,Ruleset,Elimination,Deaths,2.0
Reinhardt,Ruleset,Elimination,Final Blows,1.0
Reinhardt,Ruleset,Elimination,All Damage Done - Most in Life,460.0
Reinhardt,Ruleset,Elimination,Games Played,0.45670600000000006
Reinhardt,Ruleset,Elimination,Score,189.494892
Reinhardt,Ruleset,Elimination,All Damage Done,630.0
Reinhardt,Ruleset,Elimination,Kill Streak - Best,3.0
Reinhardt,Ruleset,Elimination,Damage Blocked,999.7445460000001
Reinhardt,Ruleset,Elimination,Damage Blocked - Most in Game,717.044545
Reinhardt,Ruleset,Elimination,Fire Strike Kills,1.0
Reinhardt,Ruleset,Elimination,Fire Strike Kills - Most in Game,1.0
Reinhardt,Ruleset,Elimination,All Damage Done - Most in Game,460.0
Reinhardt,Ruleset,Elimination,Eliminations - Most in Game,3.0
Reinhardt,Ruleset,Elimination,Final Blows - Most in Game,1.0
Reinhardt,Ruleset,Elimination,Medals - Gold,0.623092
Reinhardt,Ruleset,Elimination,Medals,0.623092
Reinhardt,Ruleset,Elimination,Hero Damage Done,630.0
Reinhardt,Ruleset,Elimination,Hero Damage Done - Most in Game,460.0
Reinhardt,Ruleset,Elimination,Hero Damage Done - Most in Life,460.0
Reinhardt,Ruleset,Elimination,Assists,2.0
Reinhardt,Ruleset,Mystery Heroes,Eliminations,127.0
Reinhardt,Ruleset,Mystery Heroes,Time Played,8112.4983680000005
Reinhardt,Ruleset,Mystery Heroes,Eliminations - Most in Life,6.0
Reinhardt,Ruleset,Mystery Heroes,Most Score within one Life,825.202167
Reinhardt,Ruleset,Mystery Heroes,Deaths,112.0
Reinhardt,Ruleset,Mystery Heroes,Final Blows,63.0
Reinhardt,Ruleset,Mystery Heroes,Solo Kills,16.0
Reinhardt,Ruleset,Mystery Heroes,All Damage Done - Most in Life,2424.356258
Reinhardt,Ruleset,Mystery Heroes,Games Played,12.361427
Reinhardt,Ruleset,Mystery Heroes,Games Won,8.618052
Reinhardt,Ruleset,Mystery Heroes,Score,16665.119192
Reinhardt,Ruleset,Mystery Heroes,All Damage Done,57419.191135
Reinhardt,Ruleset,Mystery Heroes,Kill Streak - Best,6.0
Reinhardt,Ruleset,Mystery Heroes,Damage Blocked,212902.602396
Reinhardt,Ruleset,Mystery Heroes,Damage Blocked - Most in Game,9008.584581000001
Reinhardt,Ruleset,Mystery Heroes,Charge Kills,27.0
Reinhardt,Ruleset,Mystery Heroes,Charge Kills - Most in Game,2.0
Reinhardt,Ruleset,Mystery Heroes,Fire Strike Kills,23.0
Reinhardt,Ruleset,Mystery Heroes,Fire Strike Kills - Most in Game,3.0
Reinhardt,Ruleset,Mystery Heroes,Earthshatter Kills,1.0
Reinhardt,Ruleset,Mystery Heroes,Earthshatter Kills - Most in Game,1.0
Reinhardt,Ruleset,Mystery Heroes,All Damage Done - Most in Game,3659.9962880000003
Reinhardt,Ruleset,Mystery Heroes,Eliminations - Most in Game,10.0
Reinhardt,Ruleset,Mystery Heroes,Final Blows - Most in Game,6.0
Reinhardt,Ruleset,Mystery Heroes,Objective Kills,57.0
Reinhardt,Ruleset,Mystery Heroes,Objective Time,1513.92606
Reinhardt,Ruleset,Mystery Heroes,Objective Kills - Most in Game,4.0
Reinhardt,Ruleset,Mystery Heroes,Objective Time - Most in Game,214.38100899999998
Reinhardt,Ruleset,Mystery Heroes,Teleporter Pads Destroyed,2.0
Reinhardt,Ruleset,Mystery Heroes,Turrets Destroyed,24.0
Reinhardt,Ruleset,Mystery Heroes,Environmental Kills,1.0
Reinhardt,Ruleset,Mystery Heroes,Solo Kills - Most in Game,1.0
Reinhardt,Ruleset,Mystery Heroes,Medals - Bronze,14.437379
Reinhardt,Ruleset,Mystery Heroes,Medals - Silver,12.378115
Reinhardt,Ruleset,Mystery Heroes,Medals - Gold,11.949247
Reinhardt,Ruleset,Mystery Heroes,Medals,38.764741
Reinhardt,Ruleset,Mystery Heroes,Cards,8.0
Reinhardt,Ruleset,Mystery Heroes,Time Spent on Fire,100.792967
Reinhardt,Ruleset,Mystery Heroes,Offensive Assists,3.0
Reinhardt,Ruleset,Mystery Heroes,Offensive Assists - Most in Game,2.0
Reinhardt,Ruleset,Mystery Heroes,Time Spent on Fire - Most in Game,37.176398999999996
Reinhardt,Ruleset,Mystery Heroes,Hero Damage Done,42294.658854
Reinhardt,Ruleset,Mystery Heroes,Hero Damage Done - Most in Game,3084.996288
Reinhardt,Ruleset,Mystery Heroes,Hero Damage Done - Most in Life,2149.356258
Reinhardt,Ruleset,Mystery Heroes,Barrier Damage Done,12889.339754
Reinhardt,Ruleset,Mystery Heroes,Barrier Damage Done - Most in Game,975.0
Reinhardt,Ruleset,Mystery Heroes,Assists,63.0
Reinhardt,Ruleset,Team Deathmatch,Eliminations,2.0
Reinhardt,Ruleset,Team Deathmatch,Time Played,241.471975
Reinhardt,Ruleset,Team Deathmatch,Eliminations - Most in Life,1.0
Reinhardt,Ruleset,Team Deathmatch,Most Score within one Life,73.877177
Reinhardt,Ruleset,Team Deathmatch,Deaths,7.0
Reinhardt,Ruleset,Team Deathmatch,Final Blows,1.0
Reinhardt,Ruleset,Team Deathmatch,Solo Kills,1.0
Reinhardt,Ruleset,Team Deathmatch,All Damage Done - Most in Life,320.0
Reinhardt,Ruleset,Team Deathmatch,Games Played,0.706917
Reinhardt,Ruleset,Team Deathmatch,Games Won,0.045379
Reinhardt,Ruleset,Team Deathmatch,Score,146.369765
Reinhardt,Ruleset,Team Deathmatch,All Damage Done,1100.0
Reinhardt,Ruleset,Team Deathmatch,Kill Streak - Best,1.0
Reinhardt,Ruleset,Team Deathmatch,Damage Blocked,3708.48818
Reinhardt,Ruleset,Team Deathmatch,Damage Blocked - Most in Game,2018.858807
Reinhardt,Ruleset,Team Deathmatch,Charge Kills,1.0
Reinhardt,Ruleset,Team Deathmatch,Charge Kills - Most in Game,1.0
Reinhardt,Ruleset,Team Deathmatch,All Damage Done - Most in Game,490.0
Reinhardt,Ruleset,Team Deathmatch,Eliminations - Most in Game,2.0
Reinhardt,Ruleset,Team Deathmatch,Final Blows - Most in Game,1.0
Reinhardt,Ruleset,Team Deathmatch,Solo Kills - Most in Game,1.0
Reinhardt,Ruleset,Team Deathmatch,Medals - Bronze,0.872991
Reinhardt,Ruleset,Team Deathmatch,Medals - Silver,0.476448
Reinhardt,Ruleset,Team Deathmatch,Medals - Gold,0.465542
Reinhardt,Ruleset,Team Deathmatch,Medals,1.8149810000000002
Reinhardt,Ruleset,Team Deathmatch,Hero Damage Done,1100.0
Reinhardt,Ruleset,Team Deathmatch,Hero Damage Done - Most in Game,490.0
Reinhardt,Ruleset,Team Deathmatch,Hero Damage Done - Most in Life,320.0
Reinhardt,Ruleset,Team Deathmatch,Assists,1.0
Reinhardt,Ranked,Season 9,Eliminations,4.0
Reinhardt,Ranked,Season 9,Time Played,243.438262
Reinhardt,Ranked,Season 9,Eliminations - Most in Life,1.0
Reinhardt,Ranked,Season 9,Most Score within one Life,119.49506799999999
Reinhardt,Ranked,Season 9,Deaths,6.0
Reinhardt,Ranked,Season 9,Final Blows,3.0
Reinhardt,Ranked,Season 9,Solo Kills,1.0
Reinhardt,Ranked,Season 9,All Damage Done - Most in Life,785.0
Reinhardt,Ranked,Season 9,Games Played,0.308288
Reinhardt,Ranked,Season 9,Score,374.767265
Reinhardt,Ranked,Season 9,All Damage Done,2042.3007469999998
Reinhardt,Ranked,Season 9,Kill Streak - Best,1.0
Reinhardt,Ranked,Season 9,Damage Blocked,4486.543350999999
Reinhardt,Ranked,Season 9,Damage Blocked - Most in Game,2920.610883
Reinhardt,Ranked,Season 9,All Damage Done - Most in Game,1257.300747
Reinhardt,Ranked,Season 9,Eliminations - Most in Game,3.0
Reinhardt,Ranked,Season 9,Final Blows - Most in Game,3.0
Reinhardt,Ranked,Season 9,Objective Kills,2.0
Reinhardt,Ranked,Season 9,Objective Time,46.112
Reinhardt,Ranked,Season 9,Objective Kills - Most in Game,2.0
Reinhardt,Ranked,Season 9,Objective Time - Most in Game,46.112
Reinhardt,Ranked,Season 9,Solo Kills - Most in Game,1.0
Reinhardt,Ranked,Season 9,Medals - Silver,0.277758
Reinhardt,Ranked,Season 9,Medals - Gold,0.03053
Reinhardt,Ranked,Season 9,Medals,0.308288
Reinhardt,Ranked,Season 9,Hero Damage Done,1651.300747
Reinhardt,Ranked,Season 9,Hero Damage Done - Most in Game,1041.300747
Reinhardt,Ranked,Season 9,Hero Damage Done - Most in Life,610.0
Reinhardt,Ranked,Season 9,Barrier Damage Done,390.0
Reinhardt,Ranked,Season 9,Barrier Damage Done - Most in Game,215.0
Reinhardt,Ranked,Season 9,Assists,1.0
